shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
M010074,40.821062,-73.935851,10001
M010074,40.820462,-73.936309,10002
M010074,40.820335,-73.936402,10003
M010074,40.820335,-73.936402,20001
M010074,40.820312,-73.936419,20002
M010074,40.819792,-73.936799,20003
M010074,40.819622,-73.936919,20004
M010074,40.819442,-73.937049,20005
M010074,40.819162,-73.937249,20006
M010074,40.818522,-73.937709,20007
M010074,40.818217,-73.937934,20008
M010074,40.818217,-73.937934,30001
M010074,40.817912,-73.938159,30002
M010074,40.817572,-73.938399,30003
M010074,40.817292,-73.938609,30004
M010074,40.816692,-73.939039,30005
M010074,40.816632,-73.938899,30006
M010074,40.816526,-73.938642,30007
M010074,40.816526,-73.938642,40001
M010074,40.816002,-73.937369,40002
M010074,40.815752,-73.936769,40003
M010074,40.815322,-73.935749,40004
M010074,40.815155,-73.935867,40005
M010074,40.815155,-73.935867,50001
M010074,40.814842,-73.936089,50002
M010074,40.814772,-73.936139,50003
M010074,40.814662,-73.936239,50004
M010074,40.814032,-73.936689,50005
M010074,40.813746,-73.936896,50006
M010074,40.813746,-73.936896,60001
M010074,40.813412,-73.937139,60002
M010074,40.812742,-73.937639,60003
M010074,40.812322,-73.937942,60004
M010074,40.812322,-73.937942,70001
M010074,40.812272,-73.937979,70002
M010074,40.811742,-73.938379,70003
M010074,40.811192,-73.938769,70004
M010074,40.810852,-73.939019,70005
M010074,40.810589,-73.939209,70006
M010074,40.810589,-73.939209,80001
M010074,40.810202,-73.939489,80002
M010074,40.809572,-73.939949,80003
M010074,40.809316,-73.940135,80004
M010074,40.809316,-73.940135,90001
M010074,40.809242,-73.940189,90002
M010074,40.808952,-73.940399,90003
M010074,40.808322,-73.940859,90004
M010074,40.808044,-73.941068,90005
M010074,40.808044,-73.941068,100001
M010074,40.807712,-73.941319,100002
M010074,40.807082,-73.941769,100003
M010074,40.806422,-73.942249,100004
M010074,40.806105,-73.942482,100005
M010074,40.806105,-73.942482,110001
M010074,40.805742,-73.942749,110002
M010074,40.805802,-73.942889,110003
M010074,40.805842,-73.942999,110004
M010074,40.805902,-73.943139,110005
M010074,40.806182,-73.943819,110006
M010074,40.806392,-73.944319,110007
M010074,40.806146,-73.944499,110008
M010074,40.806146,-73.944499,120001
M010074,40.805762,-73.944779,120002
M010074,40.805132,-73.945229,120003
M010074,40.804512,-73.945689,120004
M010074,40.804382,-73.945779,120005
M010074,40.803882,-73.946149,120006
M010074,40.803652,-73.945599,120007
M010074,40.803282,-73.944719,120008
M010074,40.803222,-73.944589,120009
M010074,40.802914,-73.944813,120010
M010074,40.802914,-73.944813,130001
M010074,40.802592,-73.945049,130002
M010074,40.801962,-73.945509,130003
M010074,40.801652,-73.945735,130004
M010074,40.801652,-73.945735,140001
M010074,40.801332,-73.945969,140002
M010074,40.800652,-73.946459,140003
M010074,40.800310,-73.946707,140004
M010074,40.800310,-73.946707,150001
M010074,40.799952,-73.946969,150002
M010074,40.798722,-73.947849,150003
M010074,40.798132,-73.948309,150004
M010074,40.798042,-73.948379,150005
M010074,40.797833,-73.948529,150006
M010074,40.797833,-73.948529,160001
M010074,40.797472,-73.948789,160002
M010074,40.797232,-73.948979,160003
M010074,40.797102,-73.949089,160004
M010074,40.796632,-73.949419,160005
M010074,40.796507,-73.949502,160006
M010074,40.796507,-73.949502,170001
M010074,40.796212,-73.949699,170002
M010074,40.795582,-73.950159,170003
M010074,40.795477,-73.950235,170004
M010074,40.795477,-73.950235,180001
M010074,40.794952,-73.950619,180002
M010074,40.794282,-73.951109,180003
M010074,40.794143,-73.951208,180004
M010074,40.794143,-73.951208,190001
M010074,40.793602,-73.951599,190002
M010074,40.793412,-73.951739,190003
M010074,40.792972,-73.952059,190004
M010074,40.792903,-73.952109,190005
M010074,40.792903,-73.952109,200001
M010074,40.792342,-73.952519,200002
M010074,40.791762,-73.952949,200003
M010074,40.791712,-73.952979,200004
M010074,40.791642,-73.953029,200005
M010074,40.791537,-73.953107,200006
M010074,40.791537,-73.953107,210001
M010074,40.791092,-73.953439,210002
M010074,40.789762,-73.954409,210003
M010074,40.789202,-73.954819,210004
M010074,40.789167,-73.954842,210005
M010074,40.789167,-73.954842,220001
M010074,40.789142,-73.954859,220002
M010074,40.788832,-73.955089,220003
M010074,40.788572,-73.955269,220004
M010074,40.787892,-73.955759,220005
M010074,40.787832,-73.955809,220006
M010074,40.787692,-73.955909,220007
M010074,40.787524,-73.956034,220008
M010074,40.787524,-73.956034,230001
M010074,40.787222,-73.956259,230002
M010074,40.786592,-73.956719,230003
M010074,40.786520,-73.956772,230004
M010074,40.786520,-73.956772,240001
M010074,40.785962,-73.957179,240002
M010074,40.785332,-73.957639,240003
M010074,40.785175,-73.957755,240004
M010074,40.785175,-73.957755,250001
M010074,40.784712,-73.958099,250002
M010074,40.784092,-73.958549,250003
M010074,40.783963,-73.958639,250004
M010074,40.783963,-73.958639,260001
M010074,40.783452,-73.958999,260002
M010074,40.783392,-73.959049,260003
M010074,40.782832,-73.959459,260004
M010074,40.782202,-73.959919,260005
M010074,40.782148,-73.959957,260006
M010074,40.782148,-73.959957,270001
M010074,40.781522,-73.960409,270002
M010074,40.781212,-73.960639,270003
M010074,40.780842,-73.960909,270004
M010074,40.780399,-73.961239,270005
M010074,40.780399,-73.961239,280001
M010074,40.780212,-73.961379,280002
M010074,40.779582,-73.961839,280003
M010074,40.778942,-73.962309,280004
M010074,40.778302,-73.962769,280005
M010074,40.777932,-73.963039,280006
M010074,40.777763,-73.963162,280007
M010074,40.777763,-73.963162,290001
M010074,40.777672,-73.963229,290002
M010074,40.777172,-73.963589,290003
M010074,40.776982,-73.963729,290004
M010074,40.776902,-73.963789,290005
M010074,40.776705,-73.963933,290006
M010074,40.776705,-73.963933,300001
M010074,40.776302,-73.964229,300002
M010074,40.775672,-73.964689,300003
M010074,40.775577,-73.964756,300004
M010074,40.775577,-73.964756,310001
M010074,40.775192,-73.965029,310002
M010074,40.775032,-73.965149,310003
M010074,40.774402,-73.965609,310004
M010074,40.774313,-73.965674,310005
M010074,40.774313,-73.965674,320001
M010074,40.773762,-73.966079,320002
M010074,40.773132,-73.966539,320003
M010074,40.772452,-73.967049,320004
M010074,40.771957,-73.967400,320005
M010074,40.771957,-73.967400,330001
M010074,40.771762,-73.967539,330002
M010074,40.771142,-73.967989,330003
M010074,40.770512,-73.968449,330004
M010074,40.770226,-73.968661,330005
M010074,40.770226,-73.968661,340001
M010074,40.769892,-73.968909,340002
M010074,40.769262,-73.969359,340003
M010074,40.769062,-73.969509,340004
M010074,40.768622,-73.969829,340005
M010074,40.768193,-73.970141,340006
M010074,40.768193,-73.970141,350001
M010074,40.768032,-73.970259,350002
M010074,40.767382,-73.970729,350003
M010074,40.766762,-73.971189,350004
M010074,40.766693,-73.971239,350005
M010074,40.766693,-73.971239,360001
M010074,40.766132,-73.971649,360002
M010074,40.765664,-73.971988,360003
M010074,40.765664,-73.971988,370001
M010074,40.765512,-73.972099,370002
M010074,40.764872,-73.972559,370003
M010074,40.764642,-73.972749,370004
M010074,40.764562,-73.972809,370005
M010074,40.764409,-73.972916,370006
M010074,40.764409,-73.972916,380001
M010074,40.764262,-73.973019,380002
M010074,40.764142,-73.973109,380003
M010074,40.763992,-73.973219,380004
M010074,40.763632,-73.973479,380005
M010074,40.763292,-73.973719,380006
M010074,40.763172,-73.973809,380007
M010074,40.762952,-73.973949,380008
M010074,40.762282,-73.974459,380009
M010074,40.761721,-73.974866,380010
M010074,40.761721,-73.974866,390001
M010074,40.761662,-73.974909,390002
M010074,40.761032,-73.975369,390003
M010074,40.760402,-73.975829,390004
M010074,40.760292,-73.975909,390005
M010074,40.760172,-73.975999,390006
M010074,40.759884,-73.976213,390007
M010074,40.759884,-73.976213,400001
M010074,40.759782,-73.976289,400002
M010074,40.759152,-73.976749,400003
M010074,40.758932,-73.976909,400004
M010074,40.758782,-73.977019,400005
M010074,40.758532,-73.977199,400006
M010074,40.758242,-73.977399,400007
M010074,40.757990,-73.977584,400008
M010074,40.757990,-73.977584,410001
M010074,40.757902,-73.977649,410002
M010074,40.757732,-73.977779,410003
M010074,40.757272,-73.978109,410004
M010074,40.756652,-73.978569,410005
M010074,40.756119,-73.978958,410006
M010074,40.756119,-73.978958,420001
M010074,40.756022,-73.979029,420002
M010074,40.755532,-73.979389,420003
M010074,40.755472,-73.979429,420004
M010074,40.755392,-73.979489,420005
M010074,40.754840,-73.979896,420006
M010074,40.754840,-73.979896,430001
M010074,40.754782,-73.979939,430002
M010074,40.754252,-73.980319,430003
M010074,40.754212,-73.980349,430004
M010074,40.754142,-73.980399,430005
M010074,40.753672,-73.980739,430006
M010074,40.753472,-73.980879,430007
M010074,40.753170,-73.981103,430008
M010074,40.753170,-73.981103,440001
M010074,40.751270,-73.982493,440002
M010074,40.751270,-73.982493,450001
M010074,40.750952,-73.982719,450002
M010074,40.750342,-73.983179,450003
M010074,40.749722,-73.983619,450004
M010074,40.749437,-73.983827,450005
M010074,40.749437,-73.983827,460001
M010074,40.749092,-73.984079,460002
M010074,40.748432,-73.984559,460003
M010074,40.748272,-73.984679,460004
M010074,40.747762,-73.985049,460005
M010074,40.747463,-73.985265,460006
M010074,40.747463,-73.985265,470001
M010074,40.747142,-73.985499,470002
M010074,40.746532,-73.985949,470003
M010074,40.746222,-73.986169,470004
M010074,40.746222,-73.986169,480001
M010074,40.745912,-73.986389,480002
M010074,40.745292,-73.986849,480003
M010074,40.744672,-73.987299,480004
M010074,40.744356,-73.987528,480005
M010074,40.744356,-73.987528,490001
M010074,40.744052,-73.987749,490002
M010074,40.743672,-73.988029,490003
M010074,40.743432,-73.988199,490004
M010074,40.743107,-73.988426,490005
M010074,40.743107,-73.988426,500001
M010074,40.742802,-73.988639,500002
M010074,40.742312,-73.988979,500003
M010074,40.741892,-73.989279,500004
M010074,40.741532,-73.989569,500005
M010074,40.741150,-73.989857,500006
M010074,40.741150,-73.989857,510001
M010074,40.740872,-73.990069,510002
M010074,40.740252,-73.990519,510003
M010074,40.739662,-73.990939,510004
M010074,40.739365,-73.991164,510005
M010074,40.739365,-73.991164,520001
M010074,40.739082,-73.991379,520002
M010074,40.738492,-73.991799,520003
M010074,40.737902,-73.992219,520004
M010074,40.737626,-73.992423,520005
M010074,40.737626,-73.992423,530001
M010074,40.737322,-73.992649,530002
M010074,40.736682,-73.993119,530003
M010074,40.735992,-73.993619,530004
M010074,40.735669,-73.993847,530005
M010074,40.735669,-73.993847,540001
M010074,40.735302,-73.994109,540002
M010074,40.734662,-73.994589,540003
M010074,40.734431,-73.994755,540004
M010074,40.734431,-73.994755,550001
M010074,40.734022,-73.995049,550002
M010074,40.733432,-73.995489,550003
M010074,40.733187,-73.995663,550004
M010074,40.733187,-73.995663,560001
M010074,40.732842,-73.995909,560002
M010074,40.732242,-73.996349,560003
M010074,40.732050,-73.995888,560004
M010074,40.732050,-73.995888,570001
M010074,40.731592,-73.994789,570002
M010074,40.731458,-73.994472,570003
M010074,40.731458,-73.994472,580001
M010074,40.731272,-73.994029,580002
M010074,40.730942,-73.993249,580003
M010074,40.730642,-73.992542,580004
M010074,40.730642,-73.992542,590001
M010074,40.730582,-73.992399,590002
M010074,40.730103,-73.991255,590003
M010075,40.821062,-73.935851,10001
M010075,40.820462,-73.936309,10002
M010075,40.820335,-73.936402,10003
M010075,40.820335,-73.936402,20001
M010075,40.820312,-73.936419,20002
M010075,40.819792,-73.936799,20003
M010075,40.819622,-73.936919,20004
M010075,40.819442,-73.937049,20005
M010075,40.819162,-73.937249,20006
M010075,40.818522,-73.937709,20007
M010075,40.818217,-73.937934,20008
M010075,40.818217,-73.937934,30001
M010075,40.817912,-73.938159,30002
M010075,40.817572,-73.938399,30003
M010075,40.817292,-73.938609,30004
M010075,40.816692,-73.939039,30005
M010075,40.816632,-73.938899,30006
M010075,40.816526,-73.938642,30007
M010075,40.816526,-73.938642,40001
M010075,40.816002,-73.937369,40002
M010075,40.815752,-73.936769,40003
M010075,40.815322,-73.935749,40004
M010075,40.815155,-73.935867,40005
M010075,40.815155,-73.935867,50001
M010075,40.814842,-73.936089,50002
M010075,40.814772,-73.936139,50003
M010075,40.814662,-73.936239,50004
M010075,40.814032,-73.936689,50005
M010075,40.813746,-73.936896,50006
M010075,40.813746,-73.936896,60001
M010075,40.813412,-73.937139,60002
M010075,40.812742,-73.937639,60003
M010075,40.812322,-73.937942,60004
M010075,40.812322,-73.937942,70001
M010075,40.812272,-73.937979,70002
M010075,40.811742,-73.938379,70003
M010075,40.811192,-73.938769,70004
M010075,40.810852,-73.939019,70005
M010075,40.810589,-73.939209,70006
M010075,40.810589,-73.939209,80001
M010075,40.810202,-73.939489,80002
M010075,40.809572,-73.939949,80003
M010075,40.809316,-73.940135,80004
M010075,40.809316,-73.940135,90001
M010075,40.809242,-73.940189,90002
M010075,40.808952,-73.940399,90003
M010075,40.808322,-73.940859,90004
M010075,40.808044,-73.941068,90005
M010075,40.808044,-73.941068,100001
M010075,40.807712,-73.941319,100002
M010075,40.807082,-73.941769,100003
M010075,40.806422,-73.942249,100004
M010075,40.806105,-73.942482,100005
M010075,40.806105,-73.942482,110001
M010075,40.805742,-73.942749,110002
M010075,40.805802,-73.942889,110003
M010075,40.805842,-73.942999,110004
M010075,40.805902,-73.943139,110005
M010075,40.806182,-73.943819,110006
M010075,40.806392,-73.944319,110007
M010075,40.806146,-73.944499,110008
M010075,40.806146,-73.944499,120001
M010075,40.805762,-73.944779,120002
M010075,40.805132,-73.945229,120003
M010075,40.804512,-73.945689,120004
M010075,40.804382,-73.945779,120005
M010075,40.803882,-73.946149,120006
M010075,40.803652,-73.945599,120007
M010075,40.803282,-73.944719,120008
M010075,40.803222,-73.944589,120009
M010075,40.802914,-73.944813,120010
M010075,40.802914,-73.944813,130001
M010075,40.802592,-73.945049,130002
M010075,40.801962,-73.945509,130003
M010075,40.801652,-73.945735,130004
M010075,40.801652,-73.945735,140001
M010075,40.801332,-73.945969,140002
M010075,40.800652,-73.946459,140003
M010075,40.800310,-73.946707,140004
M010075,40.800310,-73.946707,150001
M010075,40.799952,-73.946969,150002
M010075,40.798722,-73.947849,150003
M010075,40.798132,-73.948309,150004
M010075,40.798042,-73.948379,150005
M010075,40.797833,-73.948529,150006
M010075,40.797833,-73.948529,160001
M010075,40.797472,-73.948789,160002
M010075,40.797232,-73.948979,160003
M010075,40.797102,-73.949089,160004
M010075,40.796632,-73.949419,160005
M010075,40.796507,-73.949502,160006
M010075,40.796507,-73.949502,170001
M010075,40.796212,-73.949699,170002
M010075,40.795582,-73.950159,170003
M010075,40.795477,-73.950235,170004
M010075,40.795477,-73.950235,180001
M010075,40.794952,-73.950619,180002
M010075,40.794282,-73.951109,180003
M010075,40.794143,-73.951208,180004
M010075,40.794143,-73.951208,190001
M010075,40.793602,-73.951599,190002
M010075,40.793412,-73.951739,190003
M010075,40.792972,-73.952059,190004
M010075,40.792903,-73.952109,190005
M010075,40.792903,-73.952109,200001
M010075,40.792342,-73.952519,200002
M010075,40.791762,-73.952949,200003
M010075,40.791712,-73.952979,200004
M010075,40.791642,-73.953029,200005
M010075,40.791537,-73.953107,200006
M010075,40.791537,-73.953107,210001
M010075,40.791092,-73.953439,210002
M010075,40.789762,-73.954409,210003
M010075,40.789202,-73.954819,210004
M010075,40.789167,-73.954842,210005
M010075,40.789167,-73.954842,220001
M010075,40.789142,-73.954859,220002
M010075,40.788832,-73.955089,220003
M010075,40.788572,-73.955269,220004
M010075,40.787892,-73.955759,220005
M010075,40.787832,-73.955809,220006
M010075,40.787692,-73.955909,220007
M010075,40.787524,-73.956034,220008
M010075,40.787524,-73.956034,230001
M010075,40.787222,-73.956259,230002
M010075,40.786592,-73.956719,230003
M010075,40.786520,-73.956772,230004
M010075,40.786520,-73.956772,240001
M010075,40.785962,-73.957179,240002
M010075,40.785332,-73.957639,240003
M010075,40.785175,-73.957755,240004
M010075,40.785175,-73.957755,250001
M010075,40.784712,-73.958099,250002
M010075,40.784092,-73.958549,250003
M010075,40.783963,-73.958639,250004
M010075,40.783963,-73.958639,260001
M010075,40.783452,-73.958999,260002
M010075,40.783392,-73.959049,260003
M010075,40.782832,-73.959459,260004
M010075,40.782202,-73.959919,260005
M010075,40.782148,-73.959957,260006
M010075,40.782148,-73.959957,270001
M010075,40.781522,-73.960409,270002
M010075,40.781212,-73.960639,270003
M010075,40.780842,-73.960909,270004
M010075,40.780399,-73.961239,270005
M010075,40.780399,-73.961239,280001
M010075,40.780212,-73.961379,280002
M010075,40.779582,-73.961839,280003
M010075,40.778942,-73.962309,280004
M010075,40.778302,-73.962769,280005
M010075,40.777932,-73.963039,280006
M010075,40.777763,-73.963162,280007
M010075,40.777763,-73.963162,290001
M010075,40.777672,-73.963229,290002
M010075,40.777172,-73.963589,290003
M010075,40.776982,-73.963729,290004
M010075,40.776902,-73.963789,290005
M010075,40.776705,-73.963933,290006
M010075,40.776705,-73.963933,300001
M010075,40.776302,-73.964229,300002
M010075,40.775672,-73.964689,300003
M010075,40.775577,-73.964756,300004
M010075,40.775577,-73.964756,310001
M010075,40.775192,-73.965029,310002
M010075,40.775032,-73.965149,310003
M010075,40.774402,-73.965609,310004
M010075,40.774313,-73.965674,310005
M010075,40.774313,-73.965674,320001
M010075,40.773762,-73.966079,320002
M010075,40.773132,-73.966539,320003
M010075,40.772452,-73.967049,320004
M010075,40.771957,-73.967400,320005
M010075,40.771957,-73.967400,330001
M010075,40.771762,-73.967539,330002
M010075,40.771142,-73.967989,330003
M010075,40.770512,-73.968449,330004
M010075,40.770226,-73.968661,330005
M010075,40.770226,-73.968661,340001
M010075,40.769892,-73.968909,340002
M010075,40.769262,-73.969359,340003
M010075,40.769062,-73.969509,340004
M010075,40.768622,-73.969829,340005
M010075,40.768193,-73.970141,340006
M010075,40.768193,-73.970141,350001
M010075,40.768032,-73.970259,350002
M010075,40.767382,-73.970729,350003
M010075,40.766762,-73.971189,350004
M010075,40.766693,-73.971239,350005
M010075,40.766693,-73.971239,360001
M010075,40.766132,-73.971649,360002
M010075,40.765664,-73.971988,360003
M010075,40.765664,-73.971988,370001
M010075,40.765512,-73.972099,370002
M010075,40.764872,-73.972559,370003
M010075,40.764642,-73.972749,370004
M010075,40.764562,-73.972809,370005
M010075,40.764409,-73.972916,370006
M010075,40.764409,-73.972916,380001
M010075,40.764262,-73.973019,380002
M010075,40.764142,-73.973109,380003
M010075,40.763992,-73.973219,380004
M010075,40.763632,-73.973479,380005
M010075,40.763292,-73.973719,380006
M010075,40.763172,-73.973809,380007
M010075,40.762952,-73.973949,380008
M010075,40.762282,-73.974459,380009
M010075,40.761721,-73.974866,380010
M010075,40.761721,-73.974866,390001
M010075,40.761662,-73.974909,390002
M010075,40.761032,-73.975369,390003
M010075,40.760402,-73.975829,390004
M010075,40.760292,-73.975909,390005
M010075,40.760172,-73.975999,390006
M010075,40.759884,-73.976213,390007
M010075,40.759884,-73.976213,400001
M010075,40.759782,-73.976289,400002
M010075,40.759152,-73.976749,400003
M010075,40.758932,-73.976909,400004
M010075,40.758782,-73.977019,400005
M010075,40.758532,-73.977199,400006
M010075,40.758242,-73.977399,400007
M010075,40.757990,-73.977584,400008
M010075,40.757990,-73.977584,410001
M010075,40.757902,-73.977649,410002
M010075,40.757732,-73.977779,410003
M010075,40.757272,-73.978109,410004
M010075,40.756652,-73.978569,410005
M010075,40.756119,-73.978958,410006
M010075,40.756119,-73.978958,420001
M010075,40.756022,-73.979029,420002
M010075,40.755532,-73.979389,420003
M010075,40.755472,-73.979429,420004
M010075,40.755392,-73.979489,420005
M010075,40.754840,-73.979896,420006
M010075,40.754840,-73.979896,430001
M010075,40.754782,-73.979939,430002
M010075,40.754252,-73.980319,430003
M010075,40.754212,-73.980349,430004
M010075,40.754142,-73.980399,430005
M010075,40.753672,-73.980739,430006
M010075,40.753472,-73.980879,430007
M010075,40.753170,-73.981103,430008
M010075,40.753170,-73.981103,440001
M010075,40.751270,-73.982493,440002
M010075,40.751270,-73.982493,450001
M010075,40.750952,-73.982719,450002
M010075,40.750342,-73.983179,450003
M010075,40.749722,-73.983619,450004
M010075,40.749437,-73.983827,450005
M010075,40.749437,-73.983827,460001
M010075,40.749092,-73.984079,460002
M010075,40.748432,-73.984559,460003
M010075,40.748272,-73.984679,460004
M010075,40.747762,-73.985049,460005
M010075,40.747463,-73.985265,460006
M010075,40.747463,-73.985265,470001
M010075,40.747142,-73.985499,470002
M010075,40.746532,-73.985949,470003
M010075,40.746222,-73.986169,470004
M010075,40.746222,-73.986169,480001
M010075,40.745912,-73.986389,480002
M010075,40.745292,-73.986849,480003
M010075,40.744672,-73.987299,480004
M010075,40.744356,-73.987528,480005
M010075,40.744356,-73.987528,490001
M010075,40.744052,-73.987749,490002
M010075,40.743672,-73.988029,490003
M010075,40.743432,-73.988199,490004
M010075,40.743107,-73.988426,490005
M010075,40.743107,-73.988426,500001
M010075,40.742802,-73.988639,500002
M010075,40.742312,-73.988979,500003
M010075,40.741892,-73.989279,500004
M010075,40.741532,-73.989569,500005
M010075,40.741150,-73.989857,500006
M010075,40.741150,-73.989857,510001
M010075,40.740872,-73.990069,510002
M010075,40.740252,-73.990519,510003
M010075,40.739662,-73.990939,510004
M010075,40.739365,-73.991164,510005
M010075,40.739365,-73.991164,520001
M010075,40.739082,-73.991379,520002
M010075,40.738492,-73.991799,520003
M010075,40.737902,-73.992219,520004
M010075,40.737626,-73.992423,520005
M010075,40.737626,-73.992423,530001
M010075,40.737322,-73.992649,530002
M010075,40.736682,-73.993119,530003
M010075,40.735992,-73.993619,530004
M010075,40.735669,-73.993847,530005
M010075,40.735669,-73.993847,540001
M010075,40.735302,-73.994109,540002
M010075,40.734662,-73.994589,540003
M010075,40.734431,-73.994755,540004
M010075,40.734431,-73.994755,550001
M010075,40.734022,-73.995049,550002
M010075,40.733432,-73.995489,550003
M010075,40.733187,-73.995663,550004
M010075,40.733187,-73.995663,560001
M010075,40.732842,-73.995909,560002
M010075,40.732242,-73.996349,560003
M010075,40.732050,-73.995888,560004
M010075,40.732050,-73.995888,570001
M010075,40.731592,-73.994789,570002
M010075,40.731458,-73.994472,570003
M010075,40.731458,-73.994472,580001
M010075,40.731272,-73.994029,580002
M010075,40.730942,-73.993249,580003
M010075,40.730642,-73.992542,580004
M010075,40.730642,-73.992542,590001
M010075,40.730582,-73.992399,590002
M010075,40.730072,-73.992829,590003
M010075,40.729572,-73.993259,590004
M010075,40.729357,-73.993440,590005
M010075,40.729357,-73.993440,600001
M010075,40.729002,-73.993739,600002
M010075,40.728402,-73.994259,600003
M010075,40.727802,-73.994749,600004
M010075,40.727494,-73.995011,600005
M010075,40.727494,-73.995011,610001
M010075,40.727192,-73.995269,610002
M010075,40.726532,-73.995839,610003
M010075,40.726233,-73.996095,610004
M010075,40.726233,-73.996095,620001
M010075,40.726112,-73.996199,620002
M010075,40.725412,-73.996809,620003
M010075,40.725142,-73.997029,620004
M010075,40.725090,-73.997069,620005
M010075,40.725090,-73.997069,630001
M010075,40.724702,-73.997369,630002
M010075,40.724222,-73.997749,630003
M010075,40.723964,-73.997968,630004
M010075,40.723964,-73.997968,640001
M010075,40.723692,-73.998199,640002
M010075,40.723002,-73.998779,640003
M010075,40.722787,-73.998954,640004
M010075,40.722787,-73.998954,650001
M010075,40.722402,-73.999269,650002
M010075,40.721752,-73.999829,650003
M010075,40.721372,-74.000149,650004
M010075,40.720822,-74.000629,650005
M010075,40.720402,-73.999879,650006
M010075,40.720002,-73.999059,650007
M010075,40.719762,-73.998539,650008
M010075,40.720082,-73.998259,650009
M010075,40.720392,-73.997989,650010
M010075,40.720466,-73.997924,650011
M010076,40.731365,-73.990367,10001
M010076,40.731982,-73.990209,10002
M010076,40.732752,-73.990029,10003
M010076,40.733112,-73.989939,10004
M010076,40.733362,-73.989879,10005
M010076,40.733512,-73.989859,10006
M010076,40.733938,-73.989850,10007
M010076,40.733938,-73.989850,20001
M010076,40.733972,-73.989849,20002
M010076,40.734422,-73.989899,20003
M010076,40.734762,-73.989989,20004
M010076,40.734832,-73.989999,20005
M010076,40.735022,-73.990039,20006
M010076,40.735152,-73.990049,20007
M010076,40.735332,-73.989909,20008
M010076,40.735595,-73.989720,20009
M010076,40.735595,-73.989720,30001
M010076,40.735752,-73.989609,30002
M010076,40.735972,-73.989449,30003
M010076,40.736512,-73.989019,30004
M010076,40.736572,-73.988919,30005
M010076,40.736642,-73.988849,30006
M010076,40.736742,-73.988769,30007
M010076,40.736823,-73.988712,30008
M010076,40.736823,-73.988712,40001
M010076,40.737112,-73.988509,40002
M010076,40.737702,-73.988089,40003
M010076,40.738282,-73.987669,40004
M010076,40.738872,-73.987239,40005
M010076,40.739011,-73.987138,40006
M010076,40.739011,-73.987138,50001
M010076,40.739492,-73.986789,50002
M010076,40.739572,-73.986729,50003
M010076,40.740152,-73.986299,50004
M010076,40.740513,-73.986040,50005
M010076,40.740513,-73.986040,60001
M010076,40.740822,-73.985819,60002
M010076,40.741442,-73.985359,60003
M010076,40.741482,-73.985459,60004
M010076,40.741511,-73.985530,60005
M010076,40.741511,-73.985530,70001
M010076,40.742142,-73.987049,70002
M010076,40.742762,-73.986599,70003
M010076,40.743382,-73.986149,70004
M010076,40.744002,-73.985699,70005
M010076,40.744233,-73.985527,70006
M010076,40.744233,-73.985527,80001
M010076,40.744622,-73.985239,80002
M010076,40.745242,-73.984789,80003
M010076,40.745542,-73.984567,80004
M010076,40.745542,-73.984567,90001
M010076,40.745852,-73.984339,90002
M010076,40.746472,-73.983899,90003
M010076,40.747092,-73.983439,90004
M010076,40.747762,-73.982959,90005
M010076,40.748343,-73.982527,90006
M010076,40.748343,-73.982527,100001
M010076,40.748422,-73.982469,100002
M010076,40.749042,-73.982019,100003
M010076,40.749662,-73.981569,100004
M010076,40.749846,-73.981433,100005
M010076,40.749846,-73.981433,110001
M010076,40.750272,-73.981119,110002
M010076,40.750902,-73.980669,110003
M010076,40.751512,-73.980219,110004
M010076,40.752059,-73.979821,110005
M010076,40.752059,-73.979821,120001
M010076,40.752132,-73.979769,120002
M010076,40.752352,-73.979609,120003
M010076,40.752542,-73.979479,120004
M010076,40.752822,-73.979269,120005
M010076,40.753386,-73.978844,120006
M010076,40.753386,-73.978844,130001
M010076,40.753472,-73.978779,130002
M010076,40.754002,-73.978399,130003
M010076,40.754052,-73.978359,130004
M010076,40.754092,-73.978329,130005
M010076,40.754722,-73.977869,130006
M010076,40.755264,-73.977475,130007
M010076,40.755264,-73.977475,140001
M010076,40.755342,-73.977419,140002
M010076,40.755972,-73.976959,140003
M010076,40.756592,-73.976499,140004
M010076,40.756972,-73.976239,140005
M010076,40.757222,-73.976049,140006
M010076,40.757779,-73.975651,140007
M010076,40.757779,-73.975651,150001
M010076,40.757852,-73.975599,150002
M010076,40.758482,-73.975129,150003
M010076,40.759092,-73.974679,150004
M010076,40.759641,-73.974284,150005
M010076,40.759641,-73.974284,160001
M010076,40.759732,-73.974219,160002
M010076,40.760352,-73.973769,160003
M010076,40.760982,-73.973299,160004
M010076,40.761531,-73.972900,160005
M010076,40.761531,-73.972900,170001
M010076,40.761602,-73.972849,170002
M010076,40.762282,-73.972359,170003
M010076,40.762731,-73.972030,170004
M010076,40.762731,-73.972030,180001
M010076,40.762952,-73.971869,180002
M010076,40.763582,-73.971409,180003
M010076,40.764212,-73.970949,180004
M010076,40.764762,-73.970549,180005
M010076,40.764762,-73.970549,190001
M010076,40.764832,-73.970499,190002
M010076,40.765462,-73.970039,190003
M010076,40.766082,-73.969579,190004
M010076,40.766474,-73.969298,190005
M010076,40.766474,-73.969298,200001
M010076,40.766712,-73.969129,200002
M010076,40.767342,-73.968669,200003
M010076,40.767874,-73.968274,200004
