trip_id,stop_id
11939953,6333
11939953,5852
11939953,5165
11939954,5334
11939954,6333
11939954,5852
11939954,5165
11939955,6882
11939955,4677
11939955,4664
11939955,4658
11939955,5334
11939955,6333
11939955,5852
11939955,5165
11939956,5334
11939956,6333
11939956,5852
11939956,5165
11939957,6882
11939957,4677
11939957,4664
11939957,4658
11939957,5334
11939957,6333
11939957,5852
11939957,5165
11939958,5334
11939958,6333
11939958,5852
11939958,5165
11939959,6882
11939959,4677
11939959,4664
11939959,4658
11939959,5334
11939959,6333
11939959,5852
11939959,5165
11939960,5334
11939960,6333
11939960,5852
11939960,5165
11939961,6882
11939961,4677
11939961,4664
11939961,4658
11939961,5334
11939961,6333
11939961,5852
11939961,5165
11939962,5334
11939962,6333
11939962,5852
11939962,5165
11939963,6882
11939963,4677
11939963,4664
11939963,4658
11939963,5334
11939963,6333
11939963,5852
11939963,5165
11939964,6333
11939964,5852
11939964,5165
11939965,6882
11939965,4677
11939965,4664
11939965,4658
11939965,5334
11939965,6333
11939965,5852
11939965,5165
11939966,5334
11939966,6333
11939966,5852
11939966,5165
11939967,6882
11939967,4677
11939967,4664
11939967,4658
11939967,5334
11939967,6333
11939967,5852
11939967,5165
11939968,5334
11939968,6333
11939968,5852
11939968,5165
11939969,6882
11939969,4677
11939969,4664
11939969,4658
11939969,5334
11939969,6333
11939969,5852
11939969,5165
11939970,5334
11939970,6333
11939970,5852
11939970,5165
11939971,6882
11939971,4677
11939971,4664
11939971,4658
11939971,5334
11939971,6333
11939971,5852
11939971,5165
11939972,5334
11939972,6333
11939972,5852
11939972,5165
11939973,6882
11939973,4677
11939973,4664
11939973,4658
11939973,5334
11939973,6333
11939973,5852
11939973,5165
11939974,5334
11939974,6333
11939974,5852
11939974,5165
11939975,6882
11939975,4677
11939975,4664
11939975,4658
11939975,5334
11939975,6333
11939975,5852
11939975,5165
11939976,5334
11939976,6333
11939976,5852
11939976,5165
11939977,6882
11939977,4677
11939977,4664
11939977,4658
11939977,5334
11939977,6333
11939977,5852
11939977,5165
11939978,5334
11939978,6333
11939978,5852
11939978,5165
11939979,6882
11939979,4677
11939979,4664
11939979,4658
11939979,5334
11939979,6333
11939979,5852
11939979,5165
11939980,5334
11939980,6333
11939980,5852
11939980,5165
11939981,6882
11939981,4677
11939981,4664
11939981,5334
11939981,6333
11939981,5852
11939981,5165
11939982,5334
11939982,6333
11939982,5852
11939982,5165
11939983,6882
11939983,4677
11939983,4664
11939983,4658
11939983,5334
11939983,6333
11939983,5852
11939983,5165
11939984,5334
11939984,6333
11939984,5852
11939984,5165
11939985,6882
11939985,4677
11939985,4664
11939985,4658
11939985,5334
11939985,6333
11939985,5852
11939985,5165
11939986,5334
11939986,6333
11939986,5852
11939986,5165
11939987,6882
11939987,4677
11939987,4664
11939987,4658
11939987,5334
11939987,6333
11939987,5852
11939987,5165
11939988,5334
11939988,6333
11939988,5852
11939988,5165
11939989,6882
11939989,4677
11939989,4664
11939989,4658
11939989,5334
11939989,6333
11939989,5852
11939989,5165
11939990,5334
11939990,5852
11939990,5165
11939991,6882
11939991,4677
11939991,4664
11939991,4658
11939991,5334
11939991,6333
11939991,5852
11939991,5165
11939992,5334
11939992,6333
11939992,5852
11939992,5165
11939993,6882
11939993,4677
11939993,4664
11939993,4658
11939993,5334
11939993,6333
11939993,5852
11939993,5165
11939994,5334
11939994,6333
11939994,5852
11939994,5165
11939995,5334
11939995,6333
11939995,5852
11939995,5165
11939996,6882
11939996,4677
11939996,4664
11939996,4658
11939996,5334
11939996,6333
11939996,5852
11939996,5165
11939997,6882
11939997,4677
11939997,4664
11939997,4658
11939997,5334
11939997,6333
11939997,5852
11939997,5165
11939998,6882
11939998,4677
11939998,4664
11939998,4658
11939998,5334
11939998,6333
11939998,5852
11939998,5165
11939999,6882
11939999,4677
11939999,4664
11939999,4658
11939999,5334
11939999,6333
11939999,5852
11939999,5165
11940000,6882
11940000,4677
11940000,4664
11940000,4658
11940000,5334
11940000,6333
11940000,5852
11940000,5165
11940001,6882
11940001,4677
11940001,4664
11940001,4658
11940001,5334
11940001,6333
11940001,5852
11940001,5165
11940002,6882
11940002,4677
11940002,4664
11940002,4658
11940002,5334
11940002,6333
11940002,5852
11940002,5165
11940003,6882
11940003,4677
11940003,4664
11940003,4658
11940003,5334
11940003,6333
11940003,5852
11940003,5165
11940004,6882
11940004,4677
11940004,4664
11940004,4658
11940004,5334
11940004,6333
11940004,5852
11940004,5165
11940005,6882
11940005,4677
11940005,4664
11940005,4658
11940005,5334
11940005,6333
11940005,5852
11940005,5165
11940006,6882
11940006,4677
11940006,4664
11940006,4658
11940006,5334
11940006,6333
11940006,5852
11940006,5165
11940007,6882
11940007,4677
11940007,4664
11940007,4658
11940007,5334
11940007,6333
11940007,5852
11940007,5165
11940008,6882
11940008,4677
11940008,4664
11940008,4658
11940008,5334
11940008,6333
11940008,5852
11940008,5165
11940009,6882
11940009,4677
11940009,4664
11940009,4658
11940009,5334
11940009,6333
11940009,5852
11940009,5165
11940010,6882
11940010,4677
11940010,4664
11940010,4658
11940010,5334
11940010,6333
11940010,5852
11940010,5165
11940011,3093
11940011,6000
11940011,6002
11940011,3208
11940011,3203
11940011,6197
11940011,4132
11940011,4547
11940011,5633
11940012,3093
11940012,6000
11940012,6002
11940012,3208
11940012,3203
11940012,6197
11940012,4132
11940012,4547
11940012,5633
11940013,3093
11940013,6000
11940013,6002
11940013,3208
11940013,3203
11940013,6197
11940013,4132
11940013,4547
11940013,5633
11940014,3093
11940014,6000
11940014,6002
11940014,3208
11940014,3203
11940014,6197
11940014,4132
11940014,4547
11940014,5633
11940015,3093
11940015,6000
11940015,6002
11940015,3208
11940015,3203
11940015,6197
11940015,4132
11940015,4547
11940015,5633
11940016,3093
11940016,6000
11940016,6002
11940016,3208
11940016,3203
11940016,6197
11940016,4132
11940016,4547
11940016,5633
11940017,3093
11940017,6000
11940017,6002
11940017,3208
11940017,3203
11940017,6197
11940017,4132
11940017,4547
11940017,5633
11940018,3093
11940018,6000
11940018,6002
11940018,3208
11940018,3203
11940018,6197
11940018,4132
11940018,4547
11940018,5633
11940019,3093
11940019,6000
11940019,6002
11940019,3208
11940019,3203
11940019,6197
11940019,4132
11940019,4547
11940019,5633
11940020,3093
11940020,6000
11940020,6002
11940020,3208
11940020,3203
11929632_M11,5240
11929632_M11,4510
11929632_M11,7217
11929632_M11,6996
11929632_M11,3912
11929632_M11,5199
11929632_M11,5224
11929632_M11,7219
11929632_M21,5240
11929632_M21,4510
11929632_M21,7217
11929632_M21,6996
11929632_M21,3912
11929632_M21,5199
11929632_M21,5224
11929632_M21,7219
11929633_M11,5240
11929633_M11,4510
11929633_M11,7217
11929633_M11,6996
11929633_M11,3912
11929633_M11,5199
11929633_M11,5224
11929633_M11,7219
11929633_M21,5240
11929633_M21,4510
11929633_M21,7217
11929633_M21,6996
11929633_M21,3912
11929633_M21,5199
11929633_M21,5224
11929633_M21,7219
11929635_M11,5240
11929635_M11,4510
11929635_M21,5240
11929635_M21,4510
11929636_M11,5240
11929636_M11,4510
11929636_M21,5240
11929636_M21,4510
11929637_M11,5240
11929637_M11,4510
11929637_M21,5240
11929637_M21,4510
11929639_M11,5240
11929639_M11,4510
11929639_M21,5240
11929639_M21,4510
11929640_M11,5223
11929640_M11,5225
11929640_M11,5200
11929640_M11,3913
11929640_M11,4448
11929640_M11,5419
11929640_M11,6992
11929640_M11,4509
11929640_M11,5239
11929640_M21,5223
11929640_M21,5225
11929640_M21,5200
11929640_M21,3913
11929640_M21,4448
11929640_M21,5419
11929640_M21,6992
11929640_M21,4509
11929640_M21,5239
11929641_M11,5223
11929641_M11,5225
11929641_M11,5200
11929641_M11,3913
11929641_M11,4448
11929641_M11,5419
11929641_M11,6992
11929641_M11,4509
11929641_M11,5239
11929641_M21,5223
11929641_M21,5225
11929641_M21,5200
11929641_M21,3913
11929641_M21,4448
11929641_M21,5419
11929641_M21,6992
11929641_M21,4509
11929641_M21,5239
11929642_M11,5223
11929642_M11,5225
11929642_M11,5200
11929642_M11,3913
11929642_M11,5419
11929642_M11,6992
11929642_M11,4509
11929642_M11,5239
11929642_M21,5223
11929642_M21,5225
11929642_M21,5200
11929642_M21,3913
11929642_M21,4448
11929642_M21,5419
11929642_M21,6992
11929642_M21,4509
11929642_M21,5239
11929643_M11,5223
11929643_M11,5225
11929643_M11,5200
11929643_M11,3913
11929643_M11,4448
11929643_M11,5419
11929643_M11,6992
11929643_M11,4509
11929643_M11,5239
11929643_M21,5223
11929643_M21,5225
11929643_M21,5200
11929643_M21,3913
11929643_M21,4448
11929643_M21,5419
11929643_M21,6992
11929643_M21,4509
11929643_M21,5239
11929644_M11,5223
11929644_M11,5225
11929644_M11,5200
11929644_M11,3913
11929644_M11,4448
11929644_M11,5419
11929644_M11,6992
11929644_M11,4509
11929644_M11,5239
11929644_M21,5223
11929644_M21,5225
11929644_M21,5200
11929644_M21,3913
11929644_M21,4448
11929644_M21,5419
11929644_M21,6992
11929644_M21,4509
11929644_M21,5239
11929645_M11,5223
11929645_M11,5225
11929645_M11,5200
11929645_M11,3913
11929645_M11,4448
11929645_M11,5419
11929645_M11,6992
11929645_M11,4509
11929645_M11,5239
11929645_M21,5223
11929645_M21,5225
11929645_M21,5200
11929597_M11,5240
11929597_M11,4510
11929597_M11,7217
11929597_M11,6996
11929597_M11,3912
11929597_M11,5199
11929597_M11,5224
11929597_M11,7219
11929597_M21,5240
11929597_M21,4510
11929597_M21,7217
11929597_M21,6996
11929597_M21,3912
11929597_M21,5199
11929597_M21,5224
11929597_M21,7219
11929598_M11,5240
11929598_M11,4510
11929598_M11,7217
11929598_M11,6996
11929598_M11,3912
11929598_M11,5199
11929598_M11,5224
11929598_M11,7219
11929598_M21,5240
11929598_M21,4510
11929598_M21,7217
11929598_M21,6996
11929598_M21,3912
11929598_M21,5199
11929598_M21,5224
11929598_M21,7219
11929599_M11,5240
11929599_M11,4510
11929599_M11,7217
11929599_M11,6996
11929599_M11,3912
11929599_M11,5199
11929599_M11,5224
11929599_M11,7219
11929599_M21,5240
11929599_M21,4510
11929599_M21,7217
11929599_M21,6996
11929599_M21,3912
11929599_M21,5199
11929599_M21,5224
11929599_M21,7219
11929600_M11,5240
11929600_M11,4510
11929600_M11,7217
11929600_M11,6996
11929600_M11,3912
11929600_M11,5199
11929600_M11,5224
11929600_M11,7219
11929600_M21,5240
11929600_M21,4510
11929600_M21,7217
11929600_M21,6996
11929600_M21,3912
11929600_M21,5199
11929600_M21,5224
11929600_M21,7219
11929601_M11,5240
11929601_M11,4510
11929601_M11,7217
11929601_M11,6996
11929601_M11,3912
11929601_M11,5199
11929601_M11,5224
11929601_M11,7219
11929601_M21,5240
11929601_M21,4510
11929601_M21,7217
11929601_M21,6996
11929601_M21,3912
11929601_M21,5199
11929601_M21,5224
11929601_M21,7219
11929602_M11,5240
11929602_M11,4510
11929602_M11,7217
11929602_M11,6996
11929602_M11,3912
11929602_M11,5199
11929602_M11,5224
11929602_M11,7219
11929602_M21,5240
11929602_M21,4510
11929602_M21,7217
11929602_M21,6996
11929602_M21,3912
11929602_M21,5199
11929602_M21,5224
11929602_M21,7219
11929603_M11,5240
11929603_M11,4510
11929603_M11,7217
11929603_M11,6996
11929603_M11,3912
11929603_M11,5199
11929603_M11,5224
11929603_M11,7219
11929603_M21,5240
11929603_M21,4510
11929603_M21,7217
11929603_M21,6996
11929603_M21,3912
11929603_M21,5199
11929603_M21,5224
11929603_M21,7219
11929604_M11,5240
11929604_M11,4510
11929604_M11,7217
11929604_M11,6996
11929604_M11,3912
11929604_M11,5199
11929604_M11,5224
11929604_M11,7219
11929604_M21,5240
11929604_M21,4510
11929604_M21,7217
11929604_M21,6996
11929604_M21,3912
11929604_M21,5199
11929604_M21,5224
11929604_M21,7219
11929605_M11,5240
11929605_M11,4510
11929605_M11,7217
11929605_M11,6996
11929605_M11,3912
11929605_M11,5199
11929605_M11,5224
11929605_M11,7219
11929605_M21,5240
11929605_M21,4510
11929605_M21,7217
11929605_M21,6996
11929605_M21,3912
11929605_M21,5199
11929605_M21,5224
11929605_M21,7219
11929606_M11,5240
11929606_M11,4510
11929606_M11,7217
11929606_M11,6996
11929606_M11,3912
11929606_M11,5199
11929606_M11,5224
11929606_M11,7219
11929606_M21,5240
11929606_M21,4510
11929606_M21,7217
11929606_M21,6996
11929606_M21,3912
11929606_M21,5199
11929606_M21,5224
11929606_M21,7219
11929607_M11,5240
11929607_M11,4510
11929607_M11,7217
11929607_M11,6996
11929607_M11,3912
11929607_M11,5199
11929607_M11,5224
11929607_M11,7219
11929607_M21,5240
11929607_M21,4510
11929607_M21,7217
11929607_M21,6996
11929607_M21,3912
11929607_M21,5199
11929607_M21,5224
11929607_M21,7219
11929608_M11,5240
11929608_M11,4510
11929608_M11,7217
11929608_M11,6996
11929608_M11,3912
11929608_M11,5199
11929608_M11,5224
